week_label,user,파일명 (총 커밋 수),최근 커밋일시,상태,평균 수정 라인 수 (+/-),코드 유사도,코딩 시간,평가
week01,jungbini,"<a href=""https://github.com/computer-sunmoon/homework-week01-jungbini/commit/44e0e3c750a9c98b5ff47122168604aeadaf75cc"" target=""_blank"">lib/week01/ch2_1_1_flutter_basic1.dart (1)</a>",2025-06-15 02:56,renamed,0.0 (0.0/0.0),98.63,0시간 0분,fail
